Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/__tests__/MultiRequire.js Map 66 13 234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.020971151069
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000009547549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.000955808908
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.951493144035
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.420380294323
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js OwnerID 27 7 7842 =======> 0.971063315868
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js ensureSize 29 7 7845 =======> 0.491646647453
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wrapIndex 36 7 7856 =======> 0.093929350376
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js returnTrue 54 7 7870 =======> 0.000561195717
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wholeSlice 58 7 7873 =======> 0.557458758354
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveBegin 66 7 7883 =======> 0.591144382954
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveEnd 70 7 7889 =======> 0.259029090405
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveIndex 74 0 7893 =======> 0.000085469233
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js isNeg 88 0 7907 =======> 0.000153444271
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isAssociative.js isAssociative 4 7 8781 =======> 0.075444161892
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isCollection.js isCollection 4 7 8792 =======> 0.962386608124
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isImmutable.js isImmutable 4 7 8806 =======> 0.957009792328
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.982265353203
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isOrdered.js isOrdered 3 7 8861 =======> 0.969718158245
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isRecord.js isRecord 3 7 8900 =======> 0.937768697739
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isSeq.js isSeq 3 7 8911 =======> 0.799028217793
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/utils/isArrayLike.js isArrayLike 1 15 9173 =======> 0.437065839767
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js isAssociative 133 30 6975
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.054423801601
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.501149177551
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.294826090336
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.334827840328
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 11 13 3075 =======> 0.315884560347
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 15 10 3079 =======> 0.009040108882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 24 59 3087 =======> 0.000000718042
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 27 38 3090 =======> 0.000003237987
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorValue 31 7 3093 =======> 0.323415219784
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorDone 42 7 3109 =======> 0.988364696503
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js hasIterator 46 7 3115 =======> 0.173701703548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isIterator 55 7 3129 =======> 0.116757318377
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIterator 59 7 3135 =======> 0.094924278557
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIteratorFn 64 0 3144 =======> 0.058185607195
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isEntriesIterable 74 7 3150 =======> 0.004201579373
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isKeysIterable 79 7 3157 =======> 0.012279676273
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.887246549129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.129482984543
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.000074179094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.031874589622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.000059129496
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.000056011584
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.000037932674
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.217783600092
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.000434737187
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.322343468666
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.000109005065
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.000328499707
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.000074431060
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.243017971516
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.000104192761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.000315390906
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.445502817631
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.000067998895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.000099965015
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.000161780568
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.000042903030
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.035817679018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.000038824852
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.003790515708
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.000040301271
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.000060634520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.000042672120
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.150811165571
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.000009728579
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.000008734801
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.000069024019
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.381206393242
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.010489007458
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.001860464108
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000001365604
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.000179702314
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.686653017998
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.059979181737
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js OwnerID 27 7 7842 =======> 0.983457446098
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js ensureSize 29 7 7845 =======> 0.066359840333
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wrapIndex 36 7 7856 =======> 0.007903159596
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js returnTrue 54 7 7870 =======> 0.000055100307
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js wholeSlice 58 7 7873 =======> 0.083191275597
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveBegin 66 7 7883 =======> 0.105828650296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveEnd 70 7 7889 =======> 0.029911534861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js resolveIndex 74 0 7893 =======> 0.000008985433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js isNeg 88 0 7907 =======> 0.000015720072
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isAssociative.js isAssociative 4 7 8781 =======> 0.005472649820
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isCollection.js isCollection 4 7 8792 =======> 0.866423308849
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isImmutable.js isImmutable 4 7 8806 =======> 0.805284321308
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.983758926392
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isOrdered.js isOrdered 3 7 8861 =======> 0.955459415913
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isRecord.js isRecord 3 7 8900 =======> 0.618004620075
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isSeq.js isSeq 3 7 8911 =======> 0.204567104578
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/utils/isArrayLike.js isArrayLike 1 15 9173 =======> 0.041531708091
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js IndexedSeq 133 61 6976
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.688546359539
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.914120018482
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.841123163700
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.885397851467
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 11 13 3075 =======> 0.873593747616
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 15 10 3079 =======> 0.196403071284
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 24 59 3087 =======> 0.000017275455
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js nan 27 38 3090 =======> 0.000054841974
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorValue 31 7 3093 =======> 0.909296751022
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js iteratorDone 42 7 3109 =======> 0.889484643936
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js hasIterator 46 7 3115 =======> 0.909806787968
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isIterator 55 7 3129 =======> 0.882936835289
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIterator 59 7 3135 =======> 0.867289662361
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js getIteratorFn 64 0 3144 =======> 0.795482635498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isEntriesIterable 74 7 3150 =======> 0.344649165869
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Iterator.js isKeysIterable 79 7 3157 =======> 0.622910261154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.514849424362
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.644116759300
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.003534780582
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.516414523125
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.002862766851
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.003455197671
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.001483759261
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.673804700375
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.008561066352
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.698159933090
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.005325017963
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.007961637340
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.003535975236
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.659939765930
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.005198969971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.007639208809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.925888597965
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.005036462564
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.005786011927
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.013418965973
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.001694790437
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.722415685654
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.002075875178
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.237147256732
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.002125686267
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.004446435254
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.001686065923
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.898918747902
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.000518697372
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.000458436552
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.003179136198
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.961571037769
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.468888461590
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.172802463174
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000076489254
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.011071278714
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.880194902420
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.803913176060
